-0.206695	0.878902	1.7945
0.218328	-0.13072	-5.32223
5.80768	-0.0241987	-0.0354167
0.0197922	-5.68427	-0.0664101
6.91421e-05	-0.770984	-0.177976
-0.980805	-0.00155399	0.325859
-0.299616	-0.190179	-0.576812
-0.264875	0.385125	0.00569355
0.138389	0.257686	-0.964963
-0.0282349	-0.136209	-0.17198
-0.0908447	0.18267	0.0225482
0.293339	0.0529292	-0.155777
0.100939	0.0221604	0.162085
0.0375937	0.0218787	0.0258386
-0.0772213	-0.0429417	0.201105
-0.0223442	-0.10518	0.0947331
-0.0373195	-0.0305169	-0.19138
0.010005	0.041459	-0.0507785
0.0202257	-0.0780721	-0.0510616
-0.146751	-0.0193966	-0.110309
0.247362	-0.00776748	0.0512535
0.00854233	-0.0585244	-0.00800581
0.0938483	-0.0294474	0.182673
0.0111734	-0.0429956	-0.0135299
0.0566592	-0.0643566	0.329263
-0.0185499	0.0604432	-0.207576
-0.0275617	0.0905578	0.0223136
-0.0852547	-0.00147943	0.0116584
0.0242127	-0.043587	-0.011851
0.0134709	0.0443742	-0.130211
0.0231912	-0.0043854	-0.068051
-0.0390331	-0.0225443	0.0194239
-0.23739	-0.0228876	0.0096059
0.0173233	0.0608121	0.0139026
0.00644742	0.0698838	-0.0138487
0.0054872	0.0645147	0.127493
-0.00236971	-0.106862	0.109733
-0.115903	-0.0413045	0.0521855
0.0135408	-0.148379	0.0464004
0.0139994	0.0100342	0.000964399
-0.0221589	0.0242517	0.012351
-0.109687	-0.00706541	-0.060353
0.051276	0.0106674	-0.0952072
0.00339982	-0.0869863	0.0126359
0.111502	0.0427946	-0.146169
0.0416732	0.0306195	-0.00358661
-0.0342799	-0.0707374	-0.117026
0.0858391	-0.0862392	-0.0442886
0.00147075	-0.0901906	-0.205863
-0.00348931	0.165277	0.200152
0.0681402	0.0401289	-0.0530904
0.0526939	0.0109582	0.090539
0.0305627	-0.0819858	0.00153614
-0.125776	0.048753	0.137322
0.0467297	0.0435055	0.00486973
0.0420657	-0.0215855	0.145901
-0.0958312	-0.0173525	0.079115
-0.0132971	-0.018623	-0.0251699
-0.22613	0.0185777	-0.00361182
0.0167156	0.127282	-0.019365
-0.0417528	-0.043456	-0.0454481
-0.0336709	0.0751245	-0.0220241
-0.12199	0.0570462	0.0766875
-0.00393515	0.225086	-0.114756
-0.00114236	0.0910694	-0.0328254
0.040339	-0.0540415	-0.099032
-0.0306079	-0.0418027	0.0326337
-0.0398526	0.0124064	0.00314008
-0.00899352	0.15654	-0.0221263
0.202644	-0.017541	-0.0593136
-0.0111496	-0.0709519	-0.01763
0.00390948	0.0121142	-0.0702146
0.0133957	0.000655377	-0.0215011
-0.0043953	0.0381878	0.00430034
0.0854501	-0.0112115	0.0818332
-0.0249998	-0.0648971	0.00736662
-0.0523786	0.0497864	0.151059
0.0223866	0.0318627	0.00873411
0.0626998	-0.0403139	-0.0286939
0.00409305	-0.0767767	0.0532603
-0.00111045	0.0193415	0.0969951
0.00345413	0.0407298	-0.0100933
0.0165651	-0.044803	-0.00903988
-0.025482	-0.00233178	0.00918636
-0.00414359	0.011415	0.0180819
0.0228464	0.0101197	-0.0472214
0.020911	-0.0560351	0.00874142
-0.0800069	-0.0174661	-0.0135612
-0.00928967	0.0176751	0.00629223
-0.056546	0.00648092	0.0257331
-0.0272687	0.0119588	-0.0222734
0.00658622	0.0020918	0.0139281
-0.0118415	-0.00498104	-0.0599235
0.00204146	0.0322719	0.0073231
0.0760459	-0.00360641	-0.0663395
0.00864235	-0.0520666	-0.017018
